label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
L,0.6637292504310608,0.5051088333129883,-1.8171019178225833e-07,0.6236906051635742,0.49183619022369385,-0.00116829015314579,0.5838267803192139,0.45718660950660706,-0.001110824174247682,0.5544458627700806,0.43568894267082214,-0.004386219661682844,0.5321766138076782,0.43164676427841187,-0.008767489343881607,0.6103999018669128,0.3980379104614258,0.00967511348426342,0.6028131246566772,0.34857237339019775,0.0023244922049343586,0.5981961488723755,0.3214346170425415,-0.0017258059233427048,0.5964898467063904,0.2987733781337738,-0.005073064472526312,0.6290727853775024,0.3945152461528778,0.002801977563649416,0.6065437197685242,0.3677825331687927,-0.018042542040348053,0.6086603403091431,0.4117036759853363,-0.02261081524193287,0.6198518872261047,0.4400632679462433,-0.018573466688394547,0.649229884147644,0.39542457461357117,-0.005669699050486088,0.6291491985321045,0.38048025965690613,-0.02763521298766136,0.6318445205688477,0.4247567057609558,-0.024401729926466942,0.64095538854599,0.44839686155319214,-0.014476747252047062,0.6716641783714294,0.39986470341682434,-0.013954242691397667,0.6518774628639221,0.3811916708946228,-0.027080947533249855,0.6490795016288757,0.4137977063655853,-0.02218947373330593,0.6548146605491638,0.4345884919166565,-0.014329751953482628
L,0.6934407949447632,0.5133112072944641,-1.706555821101574e-07,0.6520894765853882,0.504217803478241,-0.004555129911750555,0.6068857908248901,0.46745920181274414,-0.0052109165117144585,0.5742936730384827,0.4429149627685547,-0.00856036227196455,0.5498983860015869,0.43756070733070374,-0.012775891460478306,0.6298855543136597,0.4046117663383484,0.006629668641835451,0.6184059381484985,0.35145020484924316,-0.002128804102540016,0.6119381785392761,0.32131093740463257,-0.006849251221865416,0.6081597805023193,0.2964401841163635,-0.010671745985746384,0.651499330997467,0.3998420834541321,0.0005001940880902112,0.6286656260490417,0.36966580152511597,-0.02236759103834629,0.6333383321762085,0.41649213433265686,-0.026851123198866844,0.6451503038406372,0.4472944438457489,-0.022133441641926765,0.6748501062393188,0.40038228034973145,-0.00754439877346158,0.6554934978485107,0.38326022028923035,-0.03238857537508011,0.660836935043335,0.43230757117271423,-0.028069203719496727,0.670087456703186,0.4584307372570038,-0.01660941354930401,0.7003741264343262,0.40499165654182434,-0.015618190169334412,0.6813704371452332,0.3856503963470459,-0.031100735068321228,0.6800671219825745,0.42288485169410706,-0.025609837844967842,0.6857770681381226,0.4454513490200043,-0.016849666833877563
L,0.6686871647834778,0.5572995543479919,-2.196333639403747e-07,0.6180843710899353,0.5429514646530151,-0.0029025962576270103,0.5667123794555664,0.49604108929634094,-0.001800666213966906,0.5308352708816528,0.4633220136165619,-0.004670104943215847,0.5026722550392151,0.45324671268463135,-0.008775751106441021,0.5995040535926819,0.4263530671596527,0.01293435413390398,0.5869064331054688,0.36385804414749146,0.0030620095785707235,0.579065203666687,0.3272755444049835,-0.002944889245554805,0.5740020275115967,0.2971813678741455,-0.00783273670822382,0.6234393119812012,0.42192065715789795,0.004598056897521019,0.5931277275085449,0.38787657022476196,-0.022325128316879272,0.5962017774581909,0.4416658878326416,-0.029016859829425812,0.6093547940254211,0.4780551493167877,-0.024317635223269463,0.6498227119445801,0.42325732111930847,-0.005977578926831484,0.6226761937141418,0.40326380729675293,-0.03492521867156029,0.6279582381248474,0.4597017168998718,-0.03054180182516575,0.6389841437339783,0.49023184180259705,-0.017420951277017593,0.6792721152305603,0.42941510677337646,-0.016481170430779457,0.6529191136360168,0.40638136863708496,-0.034588009119033813,0.6511293053627014,0.4495633542537689,-0.02812882699072361,0.6592414379119873,0.47535762190818787,-0.017634229734539986
L,0.6748042106628418,0.6188197135925293,-2.7934686386288377e-07,0.6207611560821533,0.5998303890228271,-0.012986057437956333,0.5625406503677368,0.5406506061553955,-0.018236851319670677,0.5181384682655334,0.5010210275650024,-0.026435427367687225,0.48262909054756165,0.4805419445037842,-0.035237375646829605,0.5954458117485046,0.44830524921417236,0.0002862602996174246,0.5775755643844604,0.37076088786125183,-0.017280422151088715,0.5671241283416748,0.32477033138275146,-0.026008062064647675,0.5592000484466553,0.28494060039520264,-0.03273055702447891,0.6253368258476257,0.44220027327537537,-0.006905821152031422,0.5901158452033997,0.4186640679836273,-0.04291265085339546,0.595357358455658,0.49202126264572144,-0.04724721238017082,0.6114457845687866,0.5246619582176208,-0.0397057868540287,0.6579145789146423,0.44625452160835266,-0.017929906025528908,0.6277171969413757,0.4366210699081421,-0.05655574053525925,0.6319215893745422,0.5114630460739136,-0.04613413289189339,0.644268274307251,0.535668134689331,-0.027544785290956497,0.6934393644332886,0.4570511281490326,-0.02989395335316658,0.663261890411377,0.4463382363319397,-0.05297800153493881,0.6606064438819885,0.5033592581748962,-0.04260709881782532,0.6700504422187805,0.5227979421615601,-0.02857690118253231
L,0.7033126354217529,0.5885617733001709,-2.6984591272594116e-07,0.6476846933364868,0.5704337358474731,-0.008972573094069958,0.591285228729248,0.5095999240875244,-0.01067881379276514,0.5501838326454163,0.4662178158760071,-0.016122080385684967,0.5172266960144043,0.4438367486000061,-0.02242436073720455,0.6243309378623962,0.42326247692108154,0.009834322147071362,0.6076440811157227,0.3481067419052124,-0.00425413204357028,0.5968858003616333,0.3038472533226013,-0.011788567528128624,0.5887389779090881,0.2659132182598114,-0.017757851630449295,0.6538426876068115,0.41735514998435974,0.001676296815276146,0.6187986731529236,0.3783337473869324,-0.03297716751694679,0.6214848756790161,0.44645407795906067,-0.03985137119889259,0.6357048153877258,0.48858383297920227,-0.03309338167309761,0.6856533885002136,0.42084988951683044,-0.009809133596718311,0.6534635424613953,0.39903318881988525,-0.04742953181266785,0.6572683453559875,0.47141242027282715,-0.04054718837141991,0.6687638163566589,0.5054205060005188,-0.023441407829523087,0.7197234630584717,0.43204739689826965,-0.021637361496686935,0.6881998777389526,0.41389530897140503,-0.045722827315330505,0.6857075691223145,0.46879488229751587,-0.03823400288820267,0.6953837275505066,0.4945126473903656,-0.02561367303133011
L,0.7276029586791992,0.5644410848617554,-2.8887146186207247e-07,0.6674465537071228,0.5466067790985107,-0.00491235451772809,0.6061196327209473,0.48605430126190186,-0.0032097501680254936,0.5644558668136597,0.44248682260513306,-0.005763301160186529,0.5323134660720825,0.4234309792518616,-0.009598215110599995,0.6451576352119446,0.40506818890571594,0.01383157353848219,0.6265560388565063,0.3322189450263977,0.0032859970815479755,0.6139670014381409,0.2891676127910614,-0.001970183802768588,0.6041462421417236,0.2532411515712738,-0.006598396692425013,0.6759337186813354,0.39977896213531494,0.004126471932977438,0.6417855620384216,0.35105976462364197,-0.027517521753907204,0.6432227492332458,0.4179287850856781,-0.033157337456941605,0.6568508148193359,0.46646809577941895,-0.02525935508310795,0.7088823914527893,0.40446969866752625,-0.008361341431736946,0.6770020723342896,0.37492650747299194,-0.04269624873995781,0.6799107193946838,0.4441834092140198,-0.03633473068475723,0.6917106509208679,0.4820854961872101,-0.01962593011558056,0.7440345287322998,0.41708987951278687,-0.02078039012849331,0.713158905506134,0.3885875344276428,-0.04248898848891258,0.7090553045272827,0.4404429793357849,-0.034863002598285675,0.7179161906242371,0.4707130789756775,-0.022462546825408936
L,0.73578280210495,0.5482410192489624,-2.6133312758247484e-07,0.6791505217552185,0.5317593216896057,-0.0073266043327748775,0.6205901503562927,0.4720841348171234,-0.006988264620304108,0.5803887844085693,0.42842283844947815,-0.010196704417467117,0.5485656261444092,0.4085776209831238,-0.014466851949691772,0.6572311520576477,0.38940760493278503,0.010760069824755192,0.6400173902511597,0.31832462549209595,-0.0002553931262809783,0.6287538409233093,0.27617496252059937,-0.005213209427893162,0.6195780634880066,0.24095246195793152,-0.009622126817703247,0.687329113483429,0.38408663868904114,0.0021326823625713587,0.6541538238525391,0.3350207209587097,-0.029243845492601395,0.6555173993110657,0.40056368708610535,-0.03407192975282669,0.6679090261459351,0.4486648440361023,-0.025745859369635582,0.7197952270507812,0.38953617215156555,-0.009506705217063427,0.6893549561500549,0.3616099953651428,-0.04397210478782654,0.6922156810760498,0.43068212270736694,-0.0374993234872818,0.7029829025268555,0.46604785323143005,-0.0209545586258173,0.7538773417472839,0.4034689664840698,-0.021265216171741486,0.7244019508361816,0.37852221727371216,-0.043439771980047226,0.721030056476593,0.43026962876319885,-0.036479949951171875,0.7300493121147156,0.4567890465259552,-0.024752022698521614
L,0.7373955249786377,0.5475131869316101,-2.4283932020807697e-07,0.6810481548309326,0.5290774703025818,-0.010535681620240211,0.6243622303009033,0.4677354693412781,-0.011486846022307873,0.5859003663063049,0.4208172559738159,-0.015096302144229412,0.555802047252655,0.395985871553421,-0.01929890736937523,0.6589865684509277,0.38535353541374207,0.005833713337779045,0.642299234867096,0.3124820590019226,-0.006697263102978468,0.630284309387207,0.26872682571411133,-0.012677074410021305,0.6200165152549744,0.23189163208007812,-0.0177850890904665,0.6894312500953674,0.3818569779396057,-0.001563945901580155,0.6604774594306946,0.3327786326408386,-0.033939048647880554,0.6612733006477356,0.39792919158935547,-0.038491785526275635,0.6725662350654602,0.44517335295677185,-0.03036782704293728,0.7220351696014404,0.3900294303894043,-0.012173105031251907,0.6959875226020813,0.35950741171836853,-0.04690001159906387,0.6971008777618408,0.42773833870887756,-0.03965088725090027,0.7066472172737122,0.4627628028392792,-0.023038048297166824,0.7563463449478149,0.40632402896881104,-0.023301945999264717,0.7310192584991455,0.3793210983276367,-0.04569895565509796,0.7260581254959106,0.43036332726478577,-0.03863658383488655,0.7334383726119995,0.45667004585266113,-0.027064908295869827
L,0.7454819083213806,0.5364170074462891,-2.3782351377121813e-07,0.6892848610877991,0.5216840505599976,-0.013512537814676762,0.6312205195426941,0.4581872224807739,-0.015071438625454903,0.5945051908493042,0.410249799489975,-0.01868264563381672,0.5659589767456055,0.3831109404563904,-0.022495031356811523,0.6637954115867615,0.3738899827003479,0.0040082479827106,0.6486212015151978,0.30293649435043335,-0.010066607967019081,0.638038158416748,0.25839924812316895,-0.016958734020590782,0.6286178827285767,0.22240182757377625,-0.022162994369864464,0.6959446668624878,0.3675750494003296,-0.001833323622122407,0.6697075366973877,0.32513028383255005,-0.03541772440075874,0.672835111618042,0.390838623046875,-0.04040389880537987,0.6835315227508545,0.4391295313835144,-0.0319770947098732,0.729882538318634,0.37200045585632324,-0.011356506496667862,0.7075906991958618,0.3506304621696472,-0.04733692482113838,0.7102172374725342,0.4207271337509155,-0.04084642231464386,0.7179279327392578,0.4573754668235779,-0.024019092321395874,0.7657772302627563,0.38383230566978455,-0.02172006294131279,0.7446287274360657,0.3659512996673584,-0.04452669247984886,0.7408965826034546,0.418089896440506,-0.03822669759392738,0.745884120464325,0.44402092695236206,-0.026702117174863815
L,0.7403870820999146,0.5420883297920227,-2.308073447920833e-07,0.6841990351676941,0.523530125617981,-0.010757410898804665,0.627561092376709,0.46234947443008423,-0.011587717570364475,0.5903334021568298,0.41549253463745117,-0.01515596266835928,0.5615350604057312,0.38899821043014526,-0.019117580726742744,0.6607800126075745,0.38180574774742126,0.006959300488233566,0.6443662643432617,0.3093244433403015,-0.00584051851183176,0.6329635977745056,0.26509374380111694,-0.011854900047183037,0.623624861240387,0.22757062315940857,-0.0167955681681633,0.6916572451591492,0.3771442770957947,-0.000387711392249912,0.6628531217575073,0.3295590877532959,-0.03333331644535065,0.6654777526855469,0.39444342255592346,-0.03819160908460617,0.6778559684753418,0.4414173662662506,-0.029929902404546738,0.7246362566947937,0.3828228712081909,-0.01116783544421196,0.6997791528701782,0.3548763692378998,-0.04661275073885918,0.7024810314178467,0.42391470074653625,-0.03966069594025612,0.7118678689002991,0.45892617106437683,-0.022819215431809425,0.7597184777259827,0.39570561051368713,-0.022531703114509583,0.7351446151733398,0.37053072452545166,-0.04507937282323837,0.7317222356796265,0.4217682182788849,-0.03823617473244667,0.7389206886291504,0.4474617540836334,-0.0266388189047575
