label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
O,0.632592499256134,0.4879470765590668,-1.783944298949791e-07,0.5963959693908691,0.4891485869884491,0.0006538122543133795,0.5661186575889587,0.47154441475868225,0.002724342280998826,0.5427002906799316,0.4499318599700928,0.00013117323396727443,0.5267975330352783,0.4246711730957031,-0.001595891546458006,0.574196457862854,0.41910433769226074,0.031864721328020096,0.5534425377845764,0.3995308578014374,0.027134647592902184,0.5376698970794678,0.40596601366996765,0.01890506036579609,0.5280482172966003,0.414339154958725,0.013577550649642944,0.5797096490859985,0.4068443477153778,0.026021726429462433,0.5530551075935364,0.38232019543647766,0.017160067334771156,0.5377615690231323,0.3963082432746887,0.005283836741000414,0.5324627161026001,0.4152480661869049,-0.000248387863393873,0.5879090428352356,0.395283579826355,0.017086660489439964,0.5592952370643616,0.3662986159324646,0.006360535975545645,0.5453095436096191,0.3875134587287903,-0.002159129362553358,0.5434797406196594,0.4127371311187744,-0.004014304373413324,0.599685549736023,0.3818918466567993,0.007759597152471542,0.5738323926925659,0.3581799268722534,0.0012353574857115746,0.5570660829544067,0.3704891502857208,-0.002034792909398675,0.5508149266242981,0.39124006032943726,-0.0023935942444950342
O,0.6433148980140686,0.48726722598075867,-1.789243668781637e-07,0.6073654294013977,0.48714300990104675,-0.0005734576843678951,0.5764011144638062,0.4733133018016815,-0.0006488057551905513,0.5527997612953186,0.4542669653892517,-0.005284770857542753,0.5405557751655579,0.42673197388648987,-0.008511831983923912,0.5858379006385803,0.4128095507621765,0.029784923419356346,0.5643762946128845,0.3908408284187317,0.023164847865700722,0.5497459173202515,0.39995598793029785,0.013259614817798138,0.5438907146453857,0.4133133292198181,0.007115241605788469,0.5910904407501221,0.40181684494018555,0.02394437976181507,0.5640448331832886,0.376064270734787,0.015121402218937874,0.548517644405365,0.39068883657455444,0.0033540648873895407,0.545322835445404,0.4118826687335968,-0.0024669065605849028,0.5986756682395935,0.3916017711162567,0.014754319563508034,0.5700685977935791,0.3629313111305237,0.005368813406676054,0.5545092225074768,0.3819018602371216,-0.0016439701430499554,0.5530357360839844,0.4062942564487457,-0.003181258449330926,0.609565019607544,0.3811829686164856,0.0048117018304765224,0.5833140015602112,0.35731062293052673,-0.0005151424556970596,0.5668614506721497,0.3686959445476532,-0.002411055378615856,0.562047004699707,0.38922765851020813,-0.002034770557656884
O,0.644019603729248,0.48397088050842285,-2.1934486937880138e-07,0.6072593927383423,0.48297613859176636,-0.0008092591888271272,0.5755000710487366,0.4664378762245178,-0.0005075183580629528,0.5515848994255066,0.44688016176223755,-0.004747194238007069,0.5376425981521606,0.42092642188072205,-0.007470247335731983,0.5840588212013245,0.4082978665828705,0.027696656063199043,0.5613298416137695,0.3851676881313324,0.0184633806347847,0.5462386608123779,0.3969768285751343,0.007399085443466902,0.5417239665985107,0.41391369700431824,0.0013136715861037374,0.5890095233917236,0.3963373899459839,0.02197687327861786,0.5605583190917969,0.3691686689853668,0.01142637524753809,0.5446011424064636,0.3873172998428345,0.00011110705963801593,0.542575478553772,0.4109977185726166,-0.00473567983135581,0.5969860553741455,0.3853254020214081,0.012819950468838215,0.5676738023757935,0.3555668890476227,0.0025679082609713078,0.5520380139350891,0.3770802319049835,-0.0035666374024003744,0.5517217516899109,0.4030786454677582,-0.003966508898884058,0.6087732911109924,0.3742944896221161,0.00282111344859004,0.5829719305038452,0.34898990392684937,-0.0027068406343460083,0.5652749538421631,0.3611332178115845,-0.0041633667424321175,0.5596025586128235,0.38303256034851074,-0.0030736050102859735
O,0.6162791848182678,0.4877098798751831,-2.280219888461943e-07,0.5815351605415344,0.49328747391700745,-0.002955843461677432,0.5470758676528931,0.48293858766555786,-0.005106854718178511,0.520817756652832,0.46781250834465027,-0.01109977625310421,0.5036852359771729,0.4447893798351288,-0.015299851074814796,0.5477613210678101,0.41708269715309143,0.019114574417471886,0.5208810567855835,0.39220619201660156,0.006907369941473007,0.5067989230155945,0.40736767649650574,-0.004879489075392485,0.5046365857124329,0.4265167713165283,-0.011007219552993774,0.5537448525428772,0.4050082266330719,0.013516316190361977,0.5216611623764038,0.3775936961174011,0.0005002123070880771,0.5082070827484131,0.3991720378398895,-0.00992787629365921,0.5096639394760132,0.4243530035018921,-0.013759278692305088,0.5626495480537415,0.39396125078201294,0.004482680931687355,0.5312392711639404,0.3636983633041382,-0.007034550420939922,0.5166382193565369,0.3860049247741699,-0.012290097773075104,0.5172895789146423,0.412127286195755,-0.012201630510389805,0.5753574371337891,0.38345053791999817,-0.0055914223194122314,0.5482562184333801,0.3604114055633545,-0.012708015739917755,0.5308443903923035,0.37314948439598083,-0.014903870411217213,0.5246970653533936,0.3939911425113678,-0.01421811431646347
O,0.5839691758155823,0.48942774534225464,-2.511408752070565e-07,0.5458689332008362,0.49349814653396606,-0.005596740636974573,0.5064664483070374,0.47957244515419006,-0.008988089859485626,0.47671738266944885,0.46065792441368103,-0.016138408333063126,0.4599193036556244,0.43229246139526367,-0.021066799759864807,0.5111739039421082,0.4105672836303711,0.01846042089164257,0.4821491241455078,0.3810472786426544,0.004044014494866133,0.46617650985717773,0.3978222608566284,-0.008863043040037155,0.4637928605079651,0.4183821678161621,-0.015388740226626396,0.5172924995422363,0.39646679162979126,0.013641443103551865,0.4821352958679199,0.36238494515419006,-0.0017148752231150866,0.46585795283317566,0.38576066493988037,-0.012828576378524303,0.4666231870651245,0.4133009910583496,-0.016331635415554047,0.5266015529632568,0.3834841549396515,0.004943429492413998,0.49198564887046814,0.3501553535461426,-0.00831645354628563,0.4753651022911072,0.3748421370983124,-0.01366752851754427,0.4757395088672638,0.40368568897247314,-0.012897377833724022,0.540350615978241,0.371412456035614,-0.00509072607383132,0.5105955004692078,0.348002552986145,-0.012713534757494926,0.4915847182273865,0.3623107373714447,-0.01485190074890852,0.48502930998802185,0.38509562611579895,-0.013793843798339367
O,0.598035991191864,0.48067378997802734,-3.1781550546838844e-07,0.5567598938941956,0.4818750023841858,-0.0021919726859778166,0.5160492062568665,0.4622402787208557,-0.0034301672130823135,0.4870121479034424,0.4414897859096527,-0.009489160031080246,0.46859854459762573,0.4151303172111511,-0.013533327728509903,0.5246138572692871,0.38812142610549927,0.023602968081831932,0.49606385827064514,0.35667821764945984,0.0092898765578866,0.4786406457424164,0.3769824802875519,-0.004243805538862944,0.47569847106933594,0.4023084342479706,-0.011003391817212105,0.5315472483634949,0.3744155466556549,0.01667945273220539,0.49592679738998413,0.3365238308906555,0.0013637111987918615,0.47724875807762146,0.36399173736572266,-0.010529826395213604,0.47787708044052124,0.39600154757499695,-0.014459230937063694,0.5420702695846558,0.36237606406211853,0.005868879146873951,0.5067735314369202,0.3224251866340637,-0.007639402989298105,0.4870787262916565,0.35099682211875916,-0.01399215403944254,0.4870743751525879,0.38403424620628357,-0.01375805214047432,0.5569396615028381,0.3522147536277771,-0.006015694700181484,0.5259562134742737,0.32365089654922485,-0.014189189299941063,0.5044094920158386,0.3398880362510681,-0.016723470762372017,0.4973964989185333,0.36584848165512085,-0.015792474150657654
O,0.606632649898529,0.4807387590408325,-2.939742955732072e-07,0.5643690228462219,0.47865283489227295,-0.0030850053299218416,0.5231058597564697,0.4566132128238678,-0.005551162641495466,0.4930817484855652,0.4347938001155853,-0.01288688089698553,0.4756925106048584,0.404777467250824,-0.017810577526688576,0.5330461859703064,0.38015931844711304,0.02308485470712185,0.505153238773346,0.34249621629714966,0.007285212632268667,0.486485093832016,0.3616180419921875,-0.006969865411520004,0.48370951414108276,0.38681817054748535,-0.014076940715312958,0.5408123731613159,0.36748969554901123,0.015922589227557182,0.5072212219238281,0.32284730672836304,-0.0011394709581509233,0.4866093099117279,0.3492373526096344,-0.013452519662678242,0.48663413524627686,0.3821881115436554,-0.01725001633167267,0.5519992709159851,0.3566875755786896,0.004579232074320316,0.518326997756958,0.3123554587364197,-0.009810266084969044,0.4963008761405945,0.3394733965396881,-0.016322553157806396,0.4948076903820038,0.37300288677215576,-0.01604517176747322,0.5670744776725769,0.3483775854110718,-0.008012352511286736,0.5363613367080688,0.3184245228767395,-0.016866624355316162,0.5132646560668945,0.3332757353782654,-0.019933294504880905,0.5050197839736938,0.35867178440093994,-0.019228428602218628
O,0.6192625164985657,0.48023027181625366,-2.7199988039683376e-07,0.5764126777648926,0.47499844431877136,-0.0012005928438156843,0.5366180539131165,0.45084068179130554,-0.001871917280368507,0.5094518661499023,0.4262824058532715,-0.007452649995684624,0.49314069747924805,0.39852142333984375,-0.011000492610037327,0.5471172332763672,0.3781575560569763,0.025191808119416237,0.5223297476768494,0.33864307403564453,0.011398094706237316,0.5046409368515015,0.3525434136390686,-0.0019665355794131756,0.49952074885368347,0.3750074803829193,-0.008689447306096554,0.5565562844276428,0.3659091889858246,0.017852621152997017,0.5268617272377014,0.3188706338405609,0.002799044828861952,0.5077799558639526,0.3380947411060333,-0.009473373182117939,0.5057011842727661,0.3677505850791931,-0.013706274330615997,0.5690827965736389,0.35581377148628235,0.00664345920085907,0.5391607284545898,0.30931970477104187,-0.005828189663589001,0.5184134244918823,0.3298049867153168,-0.01261704508215189,0.515060544013977,0.3598771393299103,-0.013042297214269638,0.5852450132369995,0.34829750657081604,-0.005661433096975088,0.5563347935676575,0.3171369433403015,-0.013073655776679516,0.5345146656036377,0.32856082916259766,-0.01591942273080349,0.5255721807479858,0.35075923800468445,-0.015416800044476986
O,0.6356933116912842,0.48309874534606934,-2.036204023170285e-07,0.5953125953674316,0.4789130687713623,0.0004963967949151993,0.5639992952346802,0.4581899046897888,0.0017713512061163783,0.5423046350479126,0.43251991271972656,-0.0015829292824491858,0.5306543707847595,0.40380799770355225,-0.003349440172314644,0.5788240432739258,0.39754027128219604,0.030188390985131264,0.5581172704696655,0.36644208431243896,0.02242373302578926,0.5424429774284363,0.37538814544677734,0.012434393167495728,0.5368852019309998,0.3919074535369873,0.007053299341350794,0.5868462920188904,0.3861822485923767,0.02398364245891571,0.5621107816696167,0.34816035628318787,0.014823472127318382,0.5449436902999878,0.362766832113266,0.0042945886962115765,0.5417253971099854,0.38687533140182495,-5.155131657375023e-05,0.597414493560791,0.3773179054260254,0.014322924427688122,0.573354184627533,0.3369390368461609,0.005616811104118824,0.5559020638465881,0.35364189743995667,-0.0006781296688131988,0.5534764528274536,0.37932461500167847,-0.001624023076146841,0.6114047765731812,0.36964914202690125,0.003826512722298503,0.5888094902038574,0.33997979760169983,-0.0016549540450796485,0.5705001354217529,0.34840747714042664,-0.004130683373659849,0.5632661581039429,0.3675754964351654,-0.003793077077716589
O,0.6377219557762146,0.4901523292064667,-1.8323075323678495e-07,0.601222813129425,0.4892246723175049,-0.001453411066904664,0.5702648162841797,0.4705539047718048,-0.0015073782997205853,0.547526478767395,0.44860711693763733,-0.005545164458453655,0.5332773923873901,0.42270663380622864,-0.008558113127946854,0.5798117518424988,0.41674554347991943,0.025801489129662514,0.557115375995636,0.39516815543174744,0.016638705506920815,0.5378409028053284,0.4019153118133545,0.005233521107584238,0.525598406791687,0.4145018458366394,-0.0014899491798132658,0.5871877670288086,0.40431755781173706,0.02021411992609501,0.5608235001564026,0.37494611740112305,0.008556556887924671,0.5430532097816467,0.3890819549560547,-0.004317441955208778,0.5365853905677795,0.41176822781562805,-0.010212620720267296,0.5974833369255066,0.394636332988739,0.011415474116802216,0.5716744661331177,0.36111176013946533,-7.360200106631964e-05,0.5543299913406372,0.37777581810951233,-0.008437249809503555,0.5495596528053284,0.40202590823173523,-0.010334515944123268,0.6113196015357971,0.3856465518474579,0.0019152822205796838,0.5875334739685059,0.35905447602272034,-0.005676779430359602,0.5700269341468811,0.3659704029560089,-0.009673031978309155,0.5618822574615479,0.3825429677963257,-0.01030103862285614
